Nationality,Overall,Potential,Value,International Reputation,Age
Sweden,60,72,375000,1,20
England,60,60,190000,1,31
Mexico,60,69,325000,1,23
Denmark,60,60,160000,1,28
England,59,65,180000,1,23
England,59,79,325000,1,18
Colombia,59,72,300000,1,20
Denmark,59,68,200000,1,22
Brazil,59,59,130000,1,27
Wales,59,66,220000,1,21
Poland,59,66,220000,1,21
Netherlands,59,69,240000,1,19
Germany,59,76,325000,1,18
Spain,59,71,240000,1,21
England,59,81,350000,1,17
Germany,59,75,290000,1,18
England,59,74,350000,1,20
Germany,59,67,230000,1,21
Netherlands,59,69,220000,1,20
Croatia,59,73,300000,1,19
Netherlands,59,68,180000,1,22
England,59,73,300000,1,19
Spain,59,69,220000,1,20
England,59,67,230000,1,21
England,59,69,250000,1,22
Sweden,59,68,240000,1,20
England,59,63,140000,1,23
Colombia,59,63,200000,1,24
Argentina,59,74,300000,1,19
Switzerland,59,62,190000,1,26
Mexico,59,59,130000,1,27
Portugal,59,63,170000,1,24
Spain,59,68,180000,1,21
Germany,59,74,350000,1,20
England,59,66,220000,1,22
Germany,59,76,350000,1,20
Argentina,59,68,240000,1,22
Netherlands,59,75,300000,1,16
England,59,59,100000,1,33
Croatia,59,73,300000,1,20
Switzerland,59,67,200000,1,24
Mexico,59,76,350000,1,20
Switzerland,59,62,160000,1,25
Switzerland,59,67,170000,1,22
Germany,59,65,150000,1,19
France,59,74,300000,1,19
France,59,64,210000,1,25
France,59,65,210000,1,24
Poland,59,76,280000,1,19
Germany,59,68,210000,1,23
Germany,59,72,230000,1,19
Chile,59,68,230000,1,19
France,59,69,220000,1,21
Sweden,59,69,190000,1,21
Croatia,59,69,190000,1,19
Switzerland,59,72,260000,1,19
Germany,59,67,230000,1,22
England,59,70,260000,1,21
Germany,59,69,250000,1,21
Netherlands,59,70,220000,1,19
Colombia,59,77,325000,1,18
Croatia,59,67,230000,1,21
Germany,59,76,325000,1,18
Argentina,59,67,200000,1,21
Colombia,59,68,210000,1,21
Sweden,59,68,200000,1,23
England,59,72,260000,1,19
Poland,59,62,170000,1,21
Poland,59,69,190000,1,22
England,59,79,290000,1,18
England,59,62,200000,1,24
Italy,59,70,230000,1,23
Spain,59,74,300000,1,17
France,59,59,140000,1,31
England,59,59,100000,1,30
England,59,59,10000,1,41
Colombia,59,65,220000,1,20
Argentina,59,69,220000,1,22
Germany,59,75,290000,1,18
Germany,59,75,325000,1,19
Chile,59,66,190000,1,23
England,59,72,280000,1,18
Germany,59,67,230000,1,21
France,59,71,240000,1,19
Argentina,59,74,300000,1,17
Spain,59,67,200000,1,24
Germany,59,69,240000,1,19
Wales,59,76,300000,1,20
Switzerland,59,65,180000,1,23
Colombia,59,67,200000,1,21
England,59,67,230000,1,22
Spain,59,70,270000,1,20
Argentina,59,66,220000,1,21
Italy,59,65,220000,1,23
England,59,63,200000,1,24
Argentina,59,64,180000,1,23
France,59,71,250000,1,21
Argentina,59,79,300000,1,17
Mexico,59,71,230000,1,18
England,59,70,230000,1,21
Uruguay,59,62,160000,1,25
Spain,59,60,150000,1,26
Germany,59,65,210000,1,23
Germany,59,64,150000,1,23
Spain,59,66,190000,1,21
Netherlands,59,79,300000,1,17
Mexico,59,71,280000,1,20
England,59,66,220000,1,22
Spain,59,67,170000,1,21
England,59,73,325000,1,19
Germany,59,59,160000,1,28
Netherlands,59,71,270000,1,19
England,59,71,280000,1,20
Sweden,59,61,190000,1,25
Germany,59,63,200000,1,22
Mexico,59,73,280000,1,21
England,59,64,210000,1,23
Argentina,59,76,350000,1,20
Netherlands,59,74,300000,1,17
Germany,59,71,280000,1,22
Denmark,59,66,190000,1,22
Belgium,59,72,250000,1,18
Sweden,59,65,150000,1,25
France,59,67,230000,1,20
Germany,59,70,270000,1,20
Spain,59,68,180000,1,21
England,59,59,160000,1,27
Switzerland,59,79,325000,1,18
Argentina,59,68,210000,1,21
Argentina,59,68,240000,1,22
Mexico,59,75,290000,1,18
France,59,66,160000,1,24
Denmark,59,59,70000,1,35
England,59,59,160000,1,28
Chile,59,79,325000,1,18
Sweden,59,69,260000,1,21
England,59,64,210000,1,23
England,59,64,150000,1,21
Argentina,59,63,170000,1,24
Mexico,59,70,260000,1,19
Germany,59,75,325000,1,18
Poland,59,66,190000,1,20
France,59,72,290000,1,19
Switzerland,59,76,280000,1,19
Germany,59,65,160000,1,24
Argentina,59,75,325000,1,19
Germany,59,72,290000,1,19
England,59,66,180000,1,22
Germany,59,69,190000,1,21
England,59,69,250000,1,21
Italy,59,63,140000,1,24
Argentina,59,75,325000,1,18
Germany,59,71,220000,1,20
France,59,67,190000,1,22
Wales,59,59,50000,1,37
Germany,59,75,280000,1,19
France,59,65,180000,1,21
Mexico,59,76,325000,1,18
Italy,59,74,300000,1,19
England,59,69,220000,1,21
Switzerland,59,66,180000,1,23
Portugal,59,76,260000,1,18
Switzerland,59,66,180000,1,23
France,59,68,240000,1,22
England,59,76,325000,1,19
England,59,65,220000,1,21
Germany,59,65,220000,1,21
Portugal,59,70,260000,1,20
France,59,73,300000,1,20
Poland,59,75,260000,1,18
France,59,71,240000,1,19
France,59,59,20000,1,37
Netherlands,59,67,170000,1,22
Poland,59,77,325000,1,19
Germany,59,73,290000,1,18
Netherlands,59,71,240000,1,19
Belgium,59,72,300000,1,20
Colombia,59,66,220000,1,24
Chile,59,74,350000,1,20
Colombia,59,74,300000,1,21
England,59,59,120000,1,29
England,59,64,200000,1,24
Colombia,59,64,170000,1,22
England,59,66,180000,1,25
Argentina,59,71,280000,1,20
England,59,64,150000,1,24
Mexico,59,60,140000,1,27
Belgium,59,74,290000,1,18
England,59,71,250000,1,21
England,59,76,325000,1,18
Uruguay,59,67,230000,1,23
Germany,59,71,220000,1,21
England,59,62,200000,1,25
Sweden,59,59,20000,1,37
Denmark,59,76,325000,1,19
France,59,66,220000,1,22
Sweden,59,74,300000,1,19
Poland,59,76,325000,1,18
Denmark,59,67,200000,1,21
France,59,59,160000,1,28
Spain,59,79,325000,1,18
Sweden,59,60,150000,1,26
Argentina,59,69,250000,1,19
Colombia,59,60,140000,1,27
Netherlands,59,70,260000,1,19
Netherlands,59,69,250000,1,19
Mexico,59,64,210000,1,24
Netherlands,59,70,220000,1,19
England,59,59,130000,1,28
Argentina,59,73,300000,1,17
Italy,59,68,210000,1,21
Germany,59,75,325000,1,19
Argentina,59,68,240000,1,21
Poland,59,64,170000,1,26
England,59,69,220000,1,20
England,59,80,325000,1,17
Belgium,59,67,170000,1,21
Uruguay,59,79,290000,1,18
Mexico,59,74,325000,1,18
Germany,59,80,300000,1,17
Argentina,59,76,325000,1,18
Netherlands,59,68,210000,1,21
Argentina,59,68,210000,1,21
England,59,59,40000,1,35
England,59,65,150000,1,19
France,59,69,260000,1,21
Spain,59,70,270000,1,21
Spain,59,75,325000,1,18
England,59,69,220000,1,22
Germany,59,71,210000,1,19
Argentina,59,70,220000,1,19
England,59,60,140000,1,27
Argentina,59,69,190000,1,20
Germany,59,59,170000,1,26
Belgium,59,72,280000,1,18
England,59,68,240000,1,21
England,59,69,220000,1,22
England,59,66,160000,1,23
England,59,59,100000,1,31
Colombia,59,67,170000,1,22
Belgium,59,68,180000,1,21
Sweden,59,62,200000,1,26
Italy,59,83,350000,1,17
Denmark,59,66,220000,1,22
England,59,62,160000,1,25
Sweden,59,72,230000,1,19
Wales,59,69,210000,1,19
England,59,67,230000,1,22
England,59,74,350000,1,20
England,59,74,325000,1,19
France,59,81,350000,1,16
England,59,59,140000,1,30
Spain,59,71,220000,1,22
England,59,69,220000,1,21
Chile,59,73,300000,1,20
Germany,59,74,290000,1,18
Brazil,59,62,200000,1,25
Wales,59,67,230000,1,21
Brazil,59,74,300000,1,19
Chile,59,74,325000,1,19
Poland,59,66,220000,1,22
Switzerland,59,67,200000,1,23
England,59,74,350000,1,20
England,59,76,280000,1,19
Italy,59,60,190000,1,26
Netherlands,59,74,325000,1,18
England,59,64,210000,1,24
Spain,59,79,300000,1,17
England,59,60,190000,1,26
Poland,59,68,180000,1,22
Poland,59,59,130000,1,28
Mexico,59,70,270000,1,20
Sweden,59,77,300000,1,16
Argentina,59,66,220000,1,22
England,59,74,300000,1,19
Germany,59,76,300000,1,19
Chile,59,69,260000,1,20
Germany,59,68,240000,1,21
Mexico,59,73,280000,1,17
Netherlands,59,69,210000,1,19
Switzerland,59,60,140000,1,28
France,59,75,325000,1,18
Argentina,59,70,270000,1,20
England,59,75,325000,1,18
Wales,59,65,180000,1,20
England,59,66,220000,1,23
Sweden,59,69,240000,1,19
Germany,59,65,180000,1,23
England,59,69,220000,1,20
France,59,71,280000,1,20
Chile,59,73,300000,1,19
Wales,59,65,160000,1,24
Sweden,59,69,220000,1,22
Germany,59,78,325000,1,18
Netherlands,59,72,230000,1,17
Germany,59,75,350000,1,20
Argentina,59,70,270000,1,20
France,58,68,200000,1,20
Sweden,58,59,150000,1,27
France,58,68,180000,1,20
Chile,58,60,160000,1,25
Argentina,58,69,220000,1,22
England,58,69,190000,1,21
Italy,58,72,250000,1,20
Germany,58,75,250000,1,19
England,58,65,150000,1,22
England,58,65,180000,1,21
Switzerland,58,69,220000,1,22
Germany,58,75,240000,1,18
England,58,58,100000,1,28
England,58,78,230000,1,17
Mexico,58,68,210000,1,21
England,58,68,210000,1,21
Germany,58,77,230000,1,18
Germany,58,72,260000,1,18
Denmark,58,61,110000,1,25
England,58,59,100000,1,28
England,58,72,250000,1,20
Chile,58,73,250000,1,20
England,58,61,130000,1,26
England,58,65,150000,1,22
France,58,70,180000,1,21
Germany,58,67,170000,1,21
England,58,74,250000,1,17
Colombia,58,66,180000,1,22
Croatia,58,72,280000,1,20
Germany,58,73,240000,1,18
England,58,61,160000,1,24
Sweden,58,65,180000,1,22
Colombia,58,58,90000,1,30
Germany,58,70,200000,1,19
England,58,72,260000,1,18
Sweden,58,65,180000,1,20
Colombia,58,72,250000,1,20
England,58,58,30000,1,35
England,58,74,280000,1,20
Germany,58,65,130000,1,20
Colombia,58,63,170000,1,24
Netherlands,58,69,170000,1,19
Poland,58,73,210000,1,18
Germany,58,66,140000,1,21
Switzerland,58,71,240000,1,19
England,58,72,270000,1,19
England,58,65,180000,1,21
Poland,58,62,120000,1,21
France,58,68,200000,1,19
Argentina,58,79,290000,1,18
Portugal,58,74,280000,1,20
England,58,73,270000,1,19
Poland,58,64,180000,1,22
Chile,58,67,170000,1,22
England,58,64,150000,1,21
England,58,68,170000,1,19
Mexico,58,72,200000,1,17
Germany,58,68,170000,1,19
Italy,58,66,140000,1,22
Germany,58,68,180000,1,20
France,58,71,210000,1,19
Chile,58,64,170000,1,22
Argentina,58,67,150000,1,20
Mexico,58,70,200000,1,20
Switzerland,58,64,170000,1,24
England,58,63,140000,1,23
Germany,58,75,250000,1,19
Netherlands,58,68,160000,1,22
Denmark,58,70,230000,1,20
France,58,71,220000,1,20
England,58,70,230000,1,20
Germany,58,76,230000,1,19
Argentina,58,66,140000,1,22
Belgium,58,68,200000,1,21
Germany,58,67,120000,1,17
Italy,58,73,260000,1,18
France,58,71,200000,1,21
Denmark,58,75,240000,1,19
England,58,62,170000,1,24
England,58,72,280000,1,20
Spain,58,66,160000,1,22
Spain,58,75,260000,1,18
Mexico,58,73,270000,1,19
England,58,66,140000,1,24
Denmark,58,73,280000,1,19
Denmark,58,72,280000,1,19
Colombia,58,66,190000,1,20
Germany,58,70,230000,1,20
Germany,58,74,270000,1,19
Colombia,58,72,280000,1,21
England,58,70,170000,1,17
Belgium,58,75,280000,1,20
Chile,58,78,220000,1,17
Netherlands,58,66,160000,1,19
England,58,58,110000,1,31
Spain,58,69,180000,1,18
Argentina,58,67,200000,1,20
France,58,58,120000,1,30
Germany,58,69,170000,1,20
England,58,78,210000,1,18
Argentina,58,68,180000,1,21
Argentina,58,68,180000,1,20
France,58,65,150000,1,21
England,58,78,250000,1,17
England,58,58,70000,1,32
England,58,71,240000,1,20
Chile,58,69,170000,1,20
Argentina,58,80,240000,1,18
Mexico,58,62,120000,1,25
Germany,58,73,240000,1,18
Poland,58,58,50000,1,33
Germany,58,68,180000,1,21
England,58,67,190000,1,19
France,58,70,180000,1,18
Germany,58,68,210000,1,21
England,58,60,160000,1,25
Germany,58,69,170000,1,20
Poland,58,65,180000,1,21
Netherlands,58,60,150000,1,25
England,58,66,190000,1,20
Wales,58,70,200000,1,21
Switzerland,58,84,280000,1,17
Argentina,58,68,160000,1,22
Sweden,58,71,250000,1,20
Mexico,58,71,220000,1,20
Germany,58,69,210000,1,19
Brazil,58,66,160000,1,22
England,58,62,170000,1,22
England,58,65,180000,1,21
Argentina,58,75,250000,1,17
England,58,73,250000,1,19
Netherlands,58,69,170000,1,18
Argentina,58,71,220000,1,21
Germany,58,70,170000,1,19
England,58,60,130000,1,25
England,58,69,170000,1,18
France,58,58,130000,1,28
Argentina,58,72,280000,1,20
Denmark,58,66,190000,1,21
Mexico,58,69,170000,1,22
Italy,58,78,210000,1,18
Germany,58,77,260000,1,18
Mexico,58,66,190000,1,20
Italy,58,69,190000,1,22
Italy,58,78,260000,1,18
Sweden,58,63,120000,1,23
France,58,67,150000,1,21
Italy,58,58,30000,1,35
Germany,58,74,230000,1,19
Germany,58,70,220000,1,19
Belgium,58,76,230000,1,17
France,58,69,180000,1,18
Argentina,58,64,150000,1,21
England,58,62,140000,1,25
Chile,58,64,150000,1,21
Chile,58,64,150000,1,24
Colombia,58,72,230000,1,21
England,58,77,270000,1,19
Argentina,58,68,180000,1,20
Argentina,58,81,280000,1,17
Poland,58,72,270000,1,19
France,58,65,180000,1,22
Spain,58,69,170000,1,21
France,58,62,140000,1,25
Italy,58,70,230000,1,21
England,58,81,280000,1,17
Poland,58,67,170000,1,22
Poland,58,64,180000,1,20
England,58,74,280000,1,19
France,58,67,200000,1,20
Germany,58,61,160000,1,25
Sweden,58,64,150000,1,21
Argentina,58,71,220000,1,20
Mexico,58,77,260000,1,18
England,58,74,250000,1,17
Italy,58,75,270000,1,19
England,58,73,250000,1,17
England,58,68,180000,1,20
Argentina,58,75,260000,1,18
Mexico,58,68,210000,1,20
France,58,73,250000,1,20
Colombia,58,74,240000,1,19
Mexico,58,63,140000,1,23
Italy,58,63,170000,1,23
Germany,58,66,140000,1,22
England,58,64,130000,1,24
Denmark,58,71,230000,1,18
Argentina,58,68,200000,1,20
England,58,68,180000,1,21
France,58,74,240000,1,18
Denmark,58,74,250000,1,17
England,58,66,140000,1,22
Sweden,58,64,170000,1,22
Germany,58,76,250000,1,17
France,58,69,220000,1,20
Spain,58,58,130000,1,28
Chile,58,76,260000,1,18
England,58,71,240000,1,19
Poland,58,68,190000,1,18
England,58,67,170000,1,21
France,58,63,140000,1,23
Italy,58,73,280000,1,20
Chile,58,68,160000,1,21
England,58,66,190000,1,20
Poland,58,71,240000,1,19
Spain,58,73,240000,1,18
England,58,77,230000,1,18
Spain,58,70,220000,1,19
France,58,66,190000,1,20
England,58,71,220000,1,20
England,58,75,280000,1,19
Germany,58,72,210000,1,18
England,58,72,280000,1,19
Mexico,58,67,200000,1,21
Poland,58,67,170000,1,20
Netherlands,58,70,160000,1,18
Chile,58,76,250000,1,17
Netherlands,58,67,200000,1,21
Switzerland,58,69,190000,1,20
England,58,63,120000,1,24
England,58,64,170000,1,19
Germany,58,68,170000,1,19
France,58,63,140000,1,24
England,58,76,250000,1,17
Spain,58,70,180000,1,21
Mexico,58,64,130000,1,25
Colombia,58,68,180000,1,21
Denmark,58,73,250000,1,17
England,58,73,260000,1,18
England,58,71,230000,1,18
England,58,74,240000,1,18
France,58,66,140000,1,22
Mexico,58,67,190000,1,19
Sweden,58,58,10000,1,37
Mexico,58,66,190000,1,20
Colombia,58,70,190000,1,19
Colombia,58,64,170000,1,23
England,58,64,150000,1,21
England,58,69,220000,1,21
Denmark,58,66,160000,1,23
England,58,74,240000,1,19
Germany,58,71,250000,1,20
Sweden,58,66,160000,1,22
England,58,71,250000,1,20
Wales,58,61,110000,1,27
Germany,58,73,270000,1,19
Spain,58,71,210000,1,17
Germany,58,67,150000,1,21
France,58,76,250000,1,17
Italy,58,78,260000,1,18
France,58,66,190000,1,20
France,58,59,150000,1,25
France,58,64,130000,1,23
England,58,69,190000,1,21
Sweden,58,62,120000,1,26
England,58,72,250000,1,20
England,58,72,270000,1,19
England,58,67,170000,1,21
England,58,73,250000,1,21
Poland,58,64,150000,1,23
Denmark,58,70,200000,1,20
Netherlands,58,70,210000,1,18
Sweden,58,58,10000,1,37
Germany,58,76,240000,1,18
Chile,58,68,210000,1,20
Netherlands,58,72,250000,1,16
Sweden,58,60,130000,1,24
France,58,73,250000,1,19
Mexico,58,64,170000,1,23
Germany,58,71,220000,1,20
England,58,63,170000,1,25
Netherlands,58,58,10000,1,40
Netherlands,58,66,140000,1,19
Croatia,58,65,150000,1,22
France,58,64,170000,1,23
Colombia,57,78,240000,1,19
Colombia,57,77,190000,1,18
Germany,57,75,220000,1,18
Colombia,57,65,110000,1,22
Germany,57,76,220000,1,18
France,57,67,140000,1,20
England,57,64,120000,1,21
Colombia,57,74,200000,1,20
Netherlands,57,72,230000,1,20
Germany,57,69,150000,1,18
Argentina,57,65,110000,1,23
France,57,79,190000,1,17
England,57,69,170000,1,18
England,57,78,220000,1,17
England,57,57,80000,1,28
France,57,65,130000,1,21
Italy,57,64,110000,1,22
Italy,57,72,230000,1,20
Colombia,57,57,80000,1,30
Colombia,57,69,190000,1,20
England,57,73,200000,1,20
England,57,64,130000,1,20
Colombia,57,67,150000,1,20
Sweden,57,63,150000,1,21
Mexico,57,67,170000,1,21
England,57,57,10000,1,36
France,57,69,170000,1,18
England,57,70,160000,1,18
Argentina,57,79,210000,1,18
Mexico,57,67,170000,1,20
England,57,63,140000,1,22
England,57,71,200000,1,19
France,57,67,150000,1,20
Germany,57,76,220000,1,18
England,57,72,200000,1,19
Colombia,57,73,200000,1,19
Germany,57,77,190000,1,18
England,57,68,160000,1,20
Italy,57,70,200000,1,19
Argentina,57,72,190000,1,18
France,57,64,110000,1,24
Colombia,57,68,140000,1,21
Colombia,57,63,140000,1,23
England,57,66,160000,1,22
England,57,63,140000,1,23
Germany,57,70,150000,1,18
Italy,57,65,130000,1,21
Germany,57,68,180000,1,20
England,57,72,230000,1,20
Poland,57,65,120000,1,20
Italy,57,58,80000,1,30
England,57,80,230000,1,18
Sweden,57,60,110000,1,25
Chile,57,69,140000,1,19
Denmark,57,65,150000,1,21
Denmark,57,67,120000,1,19
Colombia,57,66,160000,1,21
Poland,57,68,170000,1,18
Colombia,57,64,150000,1,23
England,57,72,190000,1,18
England,57,70,160000,1,18
Belgium,57,70,160000,1,19
England,57,61,140000,1,24
Argentina,57,67,150000,1,21
France,57,68,160000,1,21
Argentina,57,78,230000,1,18
Netherlands,57,62,100000,1,23
England,57,62,100000,1,24
England,57,74,220000,1,19
Colombia,57,71,230000,1,20
England,57,60,130000,1,25
Mexico,57,75,190000,1,18
England,57,70,160000,1,18
England,57,58,120000,1,27
Germany,57,72,220000,1,19
England,57,70,160000,1,18
Sweden,57,67,140000,1,19
Netherlands,57,69,160000,1,17
Argentina,57,72,220000,1,19
Spain,57,71,230000,1,21
Germany,57,68,180000,1,20
England,57,78,210000,1,17
England,57,67,130000,1,20
Colombia,57,72,230000,1,20
England,57,75,220000,1,18
France,57,76,200000,1,19
England,57,70,190000,1,19
Netherlands,57,65,150000,1,20
Netherlands,57,70,160000,1,20
England,57,76,210000,1,18
Sweden,57,61,130000,1,21
Germany,57,66,160000,1,19
Mexico,57,70,170000,1,19
England,57,57,30000,1,34
Mexico,57,67,170000,1,21
Germany,57,66,120000,1,20
France,57,76,210000,1,18
England,57,77,210000,1,18
France,57,72,230000,1,20
France,57,74,190000,1,18
Mexico,57,67,170000,1,20
France,57,57,110000,1,28
England,57,66,130000,1,19
Sweden,57,69,160000,1,19
Germany,57,70,200000,1,19
England,57,75,190000,1,18
Germany,57,74,190000,1,18
England,57,70,160000,1,20
England,57,69,190000,1,20
Poland,57,60,110000,1,25
England,57,67,130000,1,21
Colombia,57,71,230000,1,21
Chile,57,69,170000,1,18
France,57,64,110000,1,21
Netherlands,57,74,220000,1,18
Netherlands,57,71,210000,1,17
England,57,58,80000,1,27
England,57,77,170000,1,18
Germany,57,68,170000,1,19
Mexico,57,67,130000,1,22
Sweden,57,75,220000,1,19
France,57,60,130000,1,25
Wales,57,65,150000,1,22
England,57,69,180000,1,19
Argentina,57,68,180000,1,21
Poland,57,72,210000,1,17
Spain,57,74,170000,1,17
England,57,70,160000,1,19
Switzerland,57,80,230000,1,17
England,57,71,170000,1,18
Mexico,57,71,200000,1,19
England,57,65,130000,1,24
Sweden,57,69,160000,1,20
Chile,57,72,200000,1,19
England,57,65,120000,1,21
Denmark,57,66,160000,1,21
Germany,57,62,140000,1,24
Mexico,57,78,230000,1,18
Belgium,57,65,150000,1,19
Italy,57,73,200000,1,19
France,57,69,180000,1,19
Colombia,57,57,40000,1,34
England,57,57,30000,1,39
England,57,71,220000,1,19
Germany,57,68,160000,1,20
England,57,65,150000,1,22
Sweden,57,64,150000,1,23
England,57,67,170000,1,21
Switzerland,57,67,170000,1,21
Germany,57,68,140000,1,21
England,57,76,200000,1,17
Argentina,57,73,210000,1,18
England,57,75,220000,1,18
Wales,57,67,130000,1,20
Germany,57,65,150000,1,20
Denmark,57,57,60000,1,32
Colombia,57,60,130000,1,25
Netherlands,57,69,150000,1,18
England,57,63,120000,1,22
France,57,68,140000,1,21
Italy,57,73,220000,1,19
England,57,67,170000,1,22
England,57,64,120000,1,22
Denmark,57,68,180000,1,20
England,57,70,190000,1,19
England,57,69,160000,1,20
Netherlands,57,66,160000,1,22
Poland,57,59,100000,1,24
France,57,73,210000,1,18
Denmark,57,71,200000,1,20
Switzerland,57,68,180000,1,22
Colombia,57,57,80000,1,29
England,57,77,200000,1,16
France,57,70,160000,1,18
Chile,57,71,200000,1,20
Mexico,57,70,170000,1,19
Switzerland,57,64,140000,1,24
Spain,57,74,210000,1,18
England,57,65,150000,1,22
Denmark,57,71,200000,1,20
Belgium,57,68,140000,1,20
Italy,57,68,160000,1,20
Denmark,57,67,160000,1,22
England,57,72,230000,1,20
Germany,57,63,140000,1,23
Germany,57,68,140000,1,20
Mexico,57,57,100000,1,29
England,57,66,160000,1,20
Mexico,57,65,150000,1,22
Mexico,57,74,190000,1,18
Mexico,57,75,210000,1,18
England,57,65,160000,1,21
Germany,57,77,220000,1,19
Belgium,57,66,160000,1,21
Chile,57,67,160000,1,19
Croatia,57,61,140000,1,23
England,57,69,160000,1,19
Sweden,57,65,150000,1,20
England,57,70,190000,1,18
England,57,73,230000,1,20
Poland,57,58,120000,1,25
England,57,72,200000,1,19
England,57,73,220000,1,18
England,57,77,210000,1,18
England,57,69,160000,1,19
Netherlands,57,64,150000,1,22
Argentina,57,72,220000,1,19
Mexico,57,66,160000,1,20
Sweden,57,78,230000,1,18
England,57,61,140000,1,24
Germany,57,73,190000,1,18
France,57,72,210000,1,17
Germany,57,82,190000,1,17
England,57,79,230000,1,17
England,57,69,180000,1,19
Colombia,57,66,140000,1,21
England,57,62,140000,1,23
England,57,60,130000,1,25
Netherlands,57,68,140000,1,18
England,57,64,150000,1,21
Sweden,57,70,180000,1,20
Mexico,57,76,220000,1,19
Colombia,57,77,190000,1,18
Italy,57,76,220000,1,19
